0,8280078b-84fd-43bd-9639-965501be1cb0,-37.829691,144.978026
1,419c14d9-15c4-4a54-bad8-84f63c5d9f77,-37.830112,144.976699
2,631e4361-ce54-4a70-a5ce-29d0127e6d51,-37.830082,144.97674
3,4dd9d9d3-d41f-4f60-848b-31d205e9ec68,-37.82741,144.986017
4,d5da62f0-3c4d-497f-8ebc-1dd882c0fbcc,-37.828058,144.980209
5,01f2f979-b8e9-49b8-bc56-c6b62273bf0b,-37.827532,144.984275
6,662b0fa2-1b9a-40f5-9c5d-d74521798879,-37.828204,144.98084
7,49f5972a-20d1-4d7a-8228-c3714abbe950,-37.828673,144.9859
8,1dce08b1-53d7-443d-87ce-8cc879b77d2e,-37.824717,144.979025
9,810a8288-4cbb-4785-ac85-10cdf0ace787,-37.8278,144.988569
0,847f800a-6413-4293-ba9d-74522b4ac73d,-37.830627,144.979388
0,77041eb6-370d-44ac-8698-5534931ddc1b,-38.134556,144.667968
0,6839be51-cb05-43f1-9616-283ef5e20e3d,-37.845893,144.960136
0,f49e432e-963b-4a77-b182-5e09d39c9062,-37.81601,144.957175
1,c7dc6168-16aa-4790-8a5a-2e13d0dd5366,-37.81601,144.957175
0,8632d65f-1711-4898-b01a-a70ceb524851,-37.817248,144.956079
0,04b10805-271f-4590-974c-e2f78b8acd90,-37.793304,144.981079
0,ea24a13a-14e9-4dea-be2c-ca801bf52b2a,-37.828329,144.979815
0,0db57aa2-7c29-47e8-a345-37d70b600b64,-37.763386,145.206813
0,7d5fa415-846f-4ccc-ae5b-103fa7bc73fc,-37.80286355,144.9725745
1,748dc2aa-e864-41a4-a85f-631b26f732e8,-37.81724804,144.9560796
0,d30ea6b2-7db7-4aa0-8801-b7e1fd14a39b,-37.81601061,144.9571753
1,f075a85f-7fc8-4180-9dc3-031c7a656f23,-37.763386,145.206813
0,12cc328f-fceb-4e09-af02-9b417621840f,-37.793304,144.981079
1,ee1b0660-5842-4238-87a8-18157737b041,-37.81354734,144.8659372
0,24fb1774-8fc3-465a-912a-b5041187fb52,-37.84252919,144.8756361
1,1681e886-d2e9-4e2e-8eb0-bbfc91df5e7c,-38.37826858,145.1678467
2,2037b312-5cd6-405c-a799-d91b70e5423f,-37.81819198,145.0085449
3,7cd83b50-25a0-4145-824f-1b5f4d4e378d,-37.800425,145.096263
4,6dc31710-381c-4f9f-81e1-d1efb36c46a8,-37.0200982,144.84375
0,f4ec4887-59e9-40a4-a6fe-9e97ba150311,-37.83293763,144.9644709
1,050554f5-94b6-4a8b-8a48-bbc0feb4fdb2,-36.860278,145.44444
0,b73daf1a-a461-4a92-b835-0bbf1ef1b0d0,-37.796084,145.130167
0,611b3e2d-f43b-4d90-8cdf-0c8b5dd2cde1,-37.61297359,145.4892826
1,ef94ec8e-096c-4933-bb21-95b9a9095e36,-37.763386,145.206813
2,285cf7b3-b007-4c4d-a9fa-b3048c3b506f,-37.793304,144.981079
3,2a8656f2-3b7f-4db8-9cd6-cf5e4c1d5d93,-37.793304,144.981079
0,1d5e4b3a-12d8-4739-adad-2e42208cda9c,-37.793304,144.981079
0,48f3fb0f-8e17-46eb-a637-f8772a8e4455,-37.763386,145.206813
0,90ca7129-5888-4035-9380-39c66a29fd3b,-37.763386,145.206813
